job_title,company_name,location,job_link,description,required_skills,posting_date
Spécialiste Marchés Publics & Appels d’Offres,XTENSUS,"Ariana, Ariana, Tunisie",https://www.tanitjobs.com/job/1945461/spécialiste-marchés-publics-appels-d-offres/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Enkhilette » Spécialiste Marchés Publics & Appels d’Offres Forte de plus de 24 ans d’expérience, XTENSUS se distingue par son expertise dans le développement de solutions digitales sur mesure et la gestion de projets technologiques principalement en Afrique. L’entreprise cultive une exigence d’excellence, de précision et de performance opérationnelle au service de ses clients. Dans le cadre de son développement, XTENSUS souhaite renforcer son équipe en recrutant un(e) Spécialiste Marchés Publics & Appels d’Offres afin d’optimiser la veille, la préparation et la qualité des réponses aux consultations publiques et privées. Vos principales responsabilités : Compétences et aptitudes clés : Pourquoi nous rejoindre ? Emploi Tunisie » Offres d'emploi à Enkhilette » Spécialiste Marchés Publics & Appels d’Offres","excel, git, r",Il'y a 1 jour
Stage PFE Développement de Logiciel de Gestion des Moyens Généraux (GMG),Web Technology Masters,"Fouchana, Ben Arous, Tunisie",https://www.tanitjobs.com/job/1982211/stage-pfe-développement-de-logiciel-de-gestion-des-moyens-généraux-gmg/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à MGHIRA FOUCHANA » Stage PFE Développement de Logiciel de Gestion des Moyens Généraux (GMG) Les modules et fonctionnalités du logiciel de Gestion des Moyens Généraux (GMG) sont : - Gestion des achats et approvisionnements. - Gestion des bâtiments et locaux. - Gestion du parc automobile. - Gestion du matériel et outillage. - Gestion des demandes internes d’achat de fournitures et matériels. - Gestion des transferts des biens entre les différents sites de - Gestion des inventaires. - Gestion des fournisseurs, contrats de maintenance, historique. - Génération de rapports et tableaux de bord pour le pilotage. Notre société intègre les technologies web modernes afin de garantir des solutions évolutives, performantes et pérennes : • Architecture : micro-service, - Java/J2EE, Spring Boot, Quarkus, - Node.js, NestJS, Laravel, - SQL, Python, Deep Learning, - API REST &GraphQL, - Databases : NoSQL (MongoDB), PostgreSQL, Oracle, MS SQL Server. • Mobile & cross-platform : - Flutter, React Native. • Cloud & DevOps : - Docker, Kubernetes, - CI/CD, GitHub Actions, GitLab CI, - AWS, Azure, Google Cloud. • Sécurité & performance : - OWASP, tests de vulnérabilité, - Optimisation des performances et scalabilité. Module Intelligence Artificielle (IA) : Il est envisagé de développer un module IA et ce, conformément aux spécificités du présent projet (e_learning, benchmark, marketplace, business intelligence, outils d'aide à la décision, etc...). Emploi Tunisie » Offres d'emploi à MGHIRA FOUCHANA » Stage PFE Développement de Logiciel de Gestion des Moyens Généraux (GMG)","aws, azure, ci/cd, deep learning, docker, git, go, graphql, java, kubernetes, laravel, mongodb, node.js, oracle, postgresql, python, r, react, scala, spring, sql, tableau",Il'y a 2 semaines
INFOGRAPHISTE / Graphic Designer,Art & Couleurs,"Charguia 1, Ariana, Tunis",https://www.tanitjobs.com/job/1978299/infographiste-graphic-designer/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à La Charguia 1 , Ariana, Tunisie » INFOGRAPHISTE / Graphic Designer Dans le cadre de notre développement, nous recherchons un(e) Infographiste / Graphic Designer créatif(ve) et polyvalent(e) pour rejoindre notre équipe et participer à la conception de supports visuels innovants et impactants. Sous la responsabilité du/de la Responsable Communication / Marketing, vous aurez pour principales missions : Concevoir et décliner des supports de communication visuelle (print & digital) Créer des visuels pour les réseaux sociaux, sites web, newsletters et campagnes publicitaires Réaliser des chartes graphiques et veiller au respect de l’identité visuelle de la marque Concevoir des supports imprimés : flyers, affiches, brochures, catalogues, cartes de visite, packagings, etc. Effectuer des retouches photo, montages et illustrations Assurer une veille créative et proposer des idées innovantes Compétences techniques Maîtrise de la suite Adobe : Photoshop, Illustrator, InDesign (After Effects ou Premiere Pro est un plus) Bonne connaissance des formats print et web Connaissance des tendances graphiques actuelles La maîtrise d’outils comme Figma, Canva ou Blender est un atout Emploi Tunisie » Offres d'emploi à La Charguia 1 , Ariana, Tunisie » INFOGRAPHISTE / Graphic Designer","git, r",Il'y a 1 mois
graphic designer-packaging&printing specialist,Quick,"Montplaisir, Tunis, Tunisie",https://www.tanitjobs.com/job/1978964/graphic-designer-packaging-printing-specialist/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Avenue Mohamed V, Tunis, Tunisie » graphic designer-packaging&printing specialist Design food packaging adapted to printing standards Create logos and visual identity Prepare company profile and marketing materials Coordinate designs with printing requirements Requirements: Proven experience in graphic design and printing Strong knowledge of packaging for food products Mastery of Adobe Illustrator, Photoshop, etc. Creativity and attention to detail Design food packaging adapted to printing standards Create logos and visual identity Prepare company profile and marketing materials Coordinate designs with printing requirements Requirements: Proven experience in graphic design and printing Strong knowledge of packaging for food products Mastery of Adobe Illustrator, Photoshop, etc. Creativity and attention to detai Emploi Tunisie » Offres d'emploi à Avenue Mohamed V, Tunis, Tunisie » graphic designer-packaging&printing specialist","go, r",Il'y a 4 semaines
Analyste Fonctionnel,Advans Tunisie,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1969809/analyste-fonctionnel/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Fonctionnel Advans, groupe international de Microfinance Advans Tunisie œuvre dans le domaine du développement économique, avec l'objectif d'offrir aux entrepreneurs tunisiens, souvent exclus du système financier traditionnel, des services de crédit adaptés pour soutenir le développement de leurs activités. Advans Tunisie est une filiale du réseau de microfinance Advans, créé en 2005 et déjà présent dans 9 pays. Il compte à travers le monde plus de 7.300 employés, et plus de 1.000.000 clients actifs. Depuis le lancement de ses opérations le 13 mars 2015, Advans Tunisie compte 29 agences dont 5 sur le grand Tunis, Deux à Sousse, deux à Sfax, une à Kairouan, une à Zaghouan, une à Béja, une à Jendouba, une à Nabeul, une à Gabes, une à Médenine, une à Sidi Bouzid, une à Bizerte, une à Gafsa, une à Kasserine, une à Mahdia, une à Kef, une à Monastir, une à Menzel Temime, une à Kebili, une à Haffouz, une à Mateur, une à Kairaouen, une à Siliana et une à Medjez el Bab. Pour renforcer son département IT, Advans Tunisie cherche à recruter un(e) : Analyste Fonctionnel En tant qu’Analyste Fonctionnel, vous assurez la traduction des besoins métiers en solutions concrètes, en collaboration avec les équipes techniques. Vous jouez un rôle clé dans l’amélioration des processus et le succès des projets IT. Missions Principales : Compétences Requises : Aptitudes professionnelles : Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Fonctionnel",r,Il'y a 3 semaines
Fondateur de Startup / CEO (Founders Program),DecliTech Innovation,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1978910/fondateur-de-startup-ceo-founders-program/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi en Tunisie » Fondateur de Startup / CEO (Founders Program) Lancez votre startup avec DecliStartup Vous souhaitez créer votre startup en Tunisie ou à l’international ? Vous voulez évoluer au sein d’une communauté ambitieuse de fondateurs ? Vous voulez apprendre en 12 mois ce que d’autres mettent 5 ans à maîtriser, tout en étant rémunéré ? Le Founders Program DecliStartup est fait pour vous. À propos de DecliStartup DecliStartup est le Startup Studio du groupe DecliTech Innovation, dédié à l’incubation, l’accélération et la structuration de startups technologiques à fort potentiel. Notre mission : Transformer des idées et projets innovants en entreprises technologiques investissables, grâce à un modèle intégré combinant : Ce que vous obtenez chez DecliStartupIncubation & accompagnement Infrastructure & écosystème Marché & investisseurs Nous recherchons des profils à fort potentiel entrepreneurial : Conditions financières Processus de sélection Votre startup mérite-t-elle de voir le jour ? Envoyez votre candidature et rejoignez la prochaine cohorte DecliStartup. Emploi Tunisie » Offres d'emploi en Tunisie » Fondateur de Startup / CEO (Founders Program)",r,Il'y a 4 semaines
Ingénieurs réseaux en télécommunications,SPEED FIBRE SERVICE,"Gabés, Gabés, Tunisie",https://www.tanitjobs.com/job/1973143/ingénieurs-réseaux-en-télécommunications/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Gabes Medina » Ingénieurs réseaux en télécommunications Planification des activités Suivi de l'avancement des interventions Gestion des équipements et des ressources Communication et coordination Évaluation des performances et gestion des compétences Reporting et analyse des données Profil demandé doit répondre à ses points: *Capacité à s'adapter aux besoins changeants des clients et à répondre rapidement aux demandes d'intervention, notamment en cas d'urgence. *Engagement à respecter les normes et les réglementations en vigueur dans le domaine de la fibre optique, garantissant ainsi la sécurité et la conformité des installations. *Capacité à gérer efficacement les ressources humaines, matérielles et logistiques pour assurer une planification et une exécution optimales des interventions. Emploi Tunisie » Offres d'emploi à Gabes Medina » Ingénieurs réseaux en télécommunications",r,Il'y a 2 semaines
PFE - Ingénieur Qualité Produit & Documentation Logicielle (SaaS),Seit consulting,Tunis,https://www.tanitjobs.com/job/1979701/pfe-ingénieur-qualité-produit-documentation-logicielle-saas/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à ElMenzah , Mutuelleville » PFE - Ingénieur Qualité Produit & Documentation Logicielle (SaaS) Seit Consulting accompagne et développe des solutions logicielles à destination des professionnels de l’assurance. Dans ce cadre, nous développons une plateforme SaaS destinée aux courtiers, visant à améliorer la gestion commerciale, le conseil et l’expérience utilisateur grâce à des outils modernes et structurés. Dans une phase de croissance et de structuration du produit, nous recherchons un(e) stagiaire PFE pour intervenir sur la qualité d’usage, la documentation fonctionnelle et le support utilisateur, en lien direct avec les développeurs. Améliorer la compréhensibilité et l’utilisabilité Structurer et enrichir la documentation utilisateur Participer à la qualité produit en conditions réelles d’usage Servir de pont entre utilisateurs et équipe technique Ce stage a une forte dimension produit, avec un impact réel sur la solution. 1. Qualité d’usage & tests fonctionnels Tester les parcours utilisateurs Identifier les points de friction, incohérences ou incompréhensions Rédiger des scénarios de test fonctionnels Remonter des retours structurés à l’équipe de développement 2. Documentation & aide utilisateur Rédiger des articles d’aide et guides d’utilisation Documenter les fonctionnalités existantes Structurer une base de connaissances claire et pédagogique Adapter la documentation aux profils utilisateurs (courtiers, équipes internes) 3. Support utilisateur (niveau fonctionnel) Analyser les demandes et questions des utilisateurs Qualifier les besoins (bug, incompréhension, amélioration) Participer à la transformation des retours terrain en améliorations produit 4. Contribution produit Échanger régulièrement avec les développeurs Participer à la réflexion sur l’évolution des fonctionnalités Vérifier que les nouvelles fonctionnalités sont compréhensibles et documentables Étudiant(e) en dernière année (PFE) : master informatique / systèmes d’information génie logiciel ou équivalent Compétences et qualités attendues Bonne capacité d’analyse et de structuration Aisance rédactionnelle (français) Intérêt pour les logiciels SaaS et l’expérience utilisateur Capacité à comprendre des sujets fonctionnels et techniques Curiosité, rigueur et sens du détail Bon relationnel avec des profils techniques Aucune expertise préalable en assurance n’est requise. Ce que le stage apportera Une vision concrète du développement d’un produit SaaS Une expérience réelle en qualité logicielle orientée usage Une montée en compétence sur : documentation produit interaction produit / utilisateurs / développeurs Un sujet de PFE riche, structuré et valorisable Encadrement & perspectives Encadrement direct par le responsable produit / architecture Forte autonomie progressive Possibilité de pré-embauche selon performance et besoins Emploi Tunisie » Offres d'emploi à ElMenzah , Mutuelleville » PFE - Ingénieur Qualité Produit & Documentation Logicielle (SaaS)","go, r",Il'y a 3 semaines
Chargé(e) développement & Support Plateforme Informatique,SDA Consulting,"Les berges du lac 1, Tunis, Tunisie",https://www.tanitjobs.com/job/1983049/chargé-e-développement-support-plateforme-informatique/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Lac 1 » Chargé(e) développement & Support Plateforme Informatique • Définir la vision et la feuille de route du projet.• Traduire les besoins métiers en solutions techniques robustes.• Superviser le développement, les tests et le déploiement.• Assurer le support et la maintenance continue de la plateforme.• Être le lien entre équipes techniques et métiers. • Formation supérieure en informatique ou équivalent.• Expérience confirmée en gestion de projets IT et développement logiciel.• Bonne compréhension des enjeux métiers.• Leadership, communication claire et esprit de résolution. Emploi Tunisie » Offres d'emploi à Lac 1 » Chargé(e) développement & Support Plateforme Informatique",r,Il'y a 2 semaines
Responsable système d’information,SIAME,"Grombalia, Nabeul, Tunisie",https://www.tanitjobs.com/job/1955856/responsable-système-d-information/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Nabeul, Tunisiea » Responsable système d’information A. Connaissances spécifique et professionnelle : Maitrise des logiciels métiers Maîtrise des outils bureautiques et notamment d’Excel Maitrise des méthodes de sécurisation des données Management de projet Capacités de négociation Optimisation et fonctionnement des logiciels métiers… Pilotage des projets de management et AC B. Responsabilité et autorité : C. Principales Taches A. Compétences et Connaissances : Emploi Tunisie » Offres d'emploi à Nabeul, Tunisiea » Responsable système d’information","excel, go",Il'y a 4 semaines
Programmeur PLC,Matiss Tunisie,"Centre Urbain Nord, Ariana, Tunisie",https://www.tanitjobs.com/job/1919186/programmeur-plc/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Cite El Khadra » Programmeur PLC Vous êtes mordu de programmation et de systèmes automatisés, et vous aimez voir vos idées prendre vie à travers des projets concrets ? Postulez dès maintenant et contribuez à façonner les solutions de demain chez Matiss ! Le titulaire de ce poste a pour mission d’assurer le support technique des logiciels Matissoft et ToolBox tout en développant son expertise sur ces outils. Il participe activement à la programmation des interfaces HMI, à l’optimisation des systèmes automatisés et à la résolution des problèmes techniques pour offrir un service efficace et personnalisé aux clients. TÂCHES ET RESPONSABILITÉS PRINCIPALES : Emploi Tunisie » Offres d'emploi à Cite El Khadra » Programmeur PLC",r,Il'y a 1 mois
Jeune Marketeur spécialisé en outils de création IA,WAYCON,"la Charguia 1, Tunis, Tunisie",https://www.tanitjobs.com/job/1943439/jeune-marketeur-spécialisé-en-outils-de-création-ia/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Centre Urbain Nord, Zohra Faiza, Tunis, Tunisie » Jeune Marketeur spécialisé en outils de création IA Vous êtes passionné(e) par le marketing digital et avez une forte curiosité pour les nouvelles technologies, notamment l'intelligence artificielle ?Vous souhaitez rejoindre une entreprise innovante dans le secteur de la sécurité électronique en tant que marketeur ? Nous recherchons un(e) jeune talent pour accompagner notre stratégie marketing en exploitant les outils IA de création de contenu. Emploi Tunisie » Offres d'emploi à Centre Urbain Nord, Zohra Faiza, Tunis, Tunisie » Jeune Marketeur spécialisé en outils de création IA","git, r",Il'y a 3 semaines
IT SERV recrute 1 Développeur JAVA Confirmé (Réf. 26-02),IT SERV,"Menzah, Ariana, Tunisie",https://www.tanitjobs.com/job/1984980/it-serv-recrute-1-développeur-java-confirmé-réf-26-02/?backPage=&searchID=1772104926.9268,Emploi Tunisie » Offres d'emploi à El Menzeh 4 » IT SERV recrute 1 Développeur JAVA Confirmé (Réf. 26-02) IT SERV recrute 1 Développeur JAVA Confirmé Déploiement & Monitoring Emploi Tunisie » Offres d'emploi à El Menzeh 4 » IT SERV recrute 1 Développeur JAVA Confirmé (Réf. 26-02),"java, r",Il'y a 2 jours
Chargé(e) de Community Management & Projets Digitaux (évolutif),Jendex Group,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1983201/chargé-e-de-community-management-projets-digitaux-évolutif/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Jendouba » Chargé(e) de Community Management & Projets Digitaux (évolutif) Le poste proposé s’inscrit dans un cadre évolutif et polyvalent, incluant : Community Management Commerce international Business Intelligence Développement Back-end & Front-end La mission principale au démarrage sera orientée Community Management, avec une montée progressive vers les autres volets selon profil et performance. Missions principales (phase initiale) Vous serez amenée principalement à : Travailler sur les réseaux sociaux (gestion et animation) Préparer des posts en utilisant des outils comme ChatGPT ou autres outils d’assistance (ex : Nano Banana) Assurer la communication (l’anglais est un atout important) Réaliser des études de marché Tracer et analyser les leads Analyser les retours et performances des campagnes sponsorisées Avoir une compréhension de base du sponsoring Facebook & Instagram Avoir une notion des outils d’automatisation et de planification des publications Aucune compétence avancée en design n’est requise. Dans un second temps, selon progression et implication, vous pourrez être amenée à intervenir sur : Développement Back-end (principalement PHP / Symfony, Python, Java Spring boot, Vuejs, Angular) Intégration de modules IA (API ou microservice type Python / Flask) Business Intelligence Utilisation d’outils comme Jira, GitLab CI/CD Environnements AWS, Docker, Kubernetes Toutefois, l’entretien sera principalement orienté sur : Community Management Communication (notamment en anglais) Business Intelligence Emploi Tunisie » Offres d'emploi à Jendouba » Chargé(e) de Community Management & Projets Digitaux (évolutif)","angular, aws, ci/cd, docker, flask, git, java, kubernetes, php, python, r, spring, symfony",Il'y a 1 semaine
Lead Tech- Développeur Applicatif C++ / C#,Sateliance,"Mutuelleville, Tunis, Tunisie",https://www.tanitjobs.com/job/1983334/lead-tech-développeur-applicatif-c-c/?backPage=&searchID=1772104926.9268,"Emploi Tunisie » Offres d'emploi à Tunis » Lead Tech- Développeur Applicatif C++ / C# Dans le cadre des activités de roll-out pour un groupe spécialisé dans les systèmes de sécurité et de surveillance, nous recherchons un(e) Lead Tech Développeur Applicatif C++ / C# Full Stack pour piloter techniquement une équipe dédiée intervenant sur des projets stratégiques. Vous participerez au développement et à la maintenance : D’outils de supervision des alarmes (portail fournisseurs) De plateformes applicatives critiques liées à la sécurité Concevoir l’architecture applicative (UML, design patterns) Développer et superviser le développement en C++ et C#.Net Encadrer techniquement les développeurs et QA Garantir la qualité du code et les standards Superviser l’intégration des web services Participer aux phases de roll-out et de stabilisation Web Services (REST / SOAP) Bac+5 en informatique 8 ans d’expérience minimum en développement C++ / C# Expérience confirmée en architecture logicielle Leadership technique et capacité à structurer une équipe Expérience en environnements critiques / industriels appréciée Expérience middleware Connaissance des systèmes connectés / IoT Expérience cloud (AWS) Emploi Tunisie » Offres d'emploi à Tunis » Lead Tech- Développeur Applicatif C++ / C#","aws, c#, c++, r",Il'y a 1 semaine
Ingénieur(e) en Intelligence Artificielle (Ref 10/2025),SIMAC,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1907191/ingénieur-e-en-intelligence-artificielle-ref-10-2025/?backPage=&searchID=1772105079.4095,Emploi Tunisie » Offres d'emploi en Tunisie » Ingénieur(e) en Intelligence Artificielle (Ref 10/2025) Emploi Tunisie » Offres d'emploi en Tunisie » Ingénieur(e) en Intelligence Artificielle (Ref 10/2025),r,Il'y a 2 semaines
Analyste Fonctionnel,Advans Tunisie,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1980222/analyste-fonctionnel/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Fonctionnel Advans, groupe international de Microfinance Advans Tunisie œuvre dans le domaine du développement économique, avec l'objectif d'offrir aux entrepreneurs tunisiens, souvent exclus du système financier traditionnel, des services de crédit adaptés pour soutenir le développement de leurs activités. Advans Tunisie est une filiale du réseau de microfinance Advans, créé en 2005 et déjà présent dans 9 pays. Il compte à travers le monde plus de 7.300 employés, et plus de 1.000.000 clients actifs. Depuis le lancement de ses opérations le 13 mars 2015, Advans Tunisie compte 29 agences dont 5 sur le grand Tunis, Deux à Sousse, deux à Sfax, une à Kairouan, une à Zaghouan, une à Béja, une à Jendouba, une à Nabeul, une à Gabes, une à Médenine, une à Sidi Bouzid, une à Bizerte, une à Gafsa, une à Kasserine, une à Mahdia, une à Kef, une à Monastir, une à Menzel Temime, une à Kebili, une à Haffouz, une à Mateur, une à Kairaouen, une à Siliana et une à Medjez el Bab. Pour renforcer son département IT, Advans Tunisie cherche à recruter un(e) : Analyste Fonctionnel En tant qu’Analyste Fonctionnel, vous assurez la traduction des besoins métiers en solutions concrètes, en collaboration avec les équipes techniques. Vous jouez un rôle clé dans l’amélioration des processus et le succès des projets IT. Missions Principales : Compétences Requises : Aptitudes professionnelles : Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Fonctionnel",r,Il'y a 3 semaines
IT Manager,MS Solutions,"Montplaisir, Tunis, Tunisie",https://www.tanitjobs.com/job/1979015/it-manager/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » IT Manager A Propos de MS Solutions : MS SOLUTIONS est un acteur de référence dans le domaine des solutions de paiement, fort de plus d’une décennie d’expérience et d’une équipe de plus de 100 collaborateurs basés en France, en Tunisie et à Dubaï. L’entreprise accompagne les acteurs de l’écosystème des paiements ainsi que les opérateurs télécoms, les commerçants et les institutions publiques dans leur transformation des paiements, en alliant expertise stratégique et innovation technologique. S’appuyant sur de solides partenariats avec des acteurs majeurs tels que Thales et Verifone, MS SOLUTIONS propose des solutions de paiement sécurisées et complètes, adaptées aux spécificités locales tout en respectant les normes internationales. Description du poste : En tant qu’IT Business Partner, vous allez définir et optimiser les solutions informatiques pour répondre aux besoins concrets des départements métiers (Ventes, Finance, RH). Vous serez le partenaire technique Interne, tout en apportant une expertise et un conseil de haut niveau aux équipes Engineering et Client Support, notamment pour l'adoption d'outils communs ou l'amélioration des processus d'outillage internes. Ce rôle inclut la supervision managériale directe du Business System Analyst, Helpdesk et Ingénieur Réseau & Infrastructure. Principales Missions & Responsabilités : Stratégie applicative: Gestion du Portfolio: Fiabilité du Service: Management d’équipe: Continuité et Expertise: Gouvernance & Budget: Sécurité et Conformité : Amélioration continue: Compétences & Qualités Requises : Compétences Techniques : Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » IT Manager","go, r",Il'y a 4 semaines
Chargé(e) d’Études FTTH,SPEED FIBRE SERVICE,"Bab Bhar, GABES , Tunisie",https://www.tanitjobs.com/job/1974132/chargé-e-d-études-ftth/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi à Gabes Medina » Chargé(e) d’Études FTTH Réaliser des études techniques pour le déploiement de la fibre optique FTTH. Analyser les besoins, établir des diagnostics et définir des solutions techniques adaptées. Rédiger des cahiers des charges et des rapports d’études ( DFE, DOE ). Collaborer avec les équipes de terrain et les partenaires pour assurer le suivi des projets Expérience en études techniques ou en ingénierie dans le secteur des télécoms, idéalement sur des projets FTTH. Maitrise des applicatif SI de Orange ( IPON Georeso CapFT Optimum WebOP ( commande d'accès ) ... ) Maîtrise des outils de conception et des logiciels de simulation. Autonomie, rigueur et capacité à travailler en full télétravail Bonnes capacités de communication et esprit d’analyse Emploi Tunisie » Offres d'emploi à Gabes Medina » Chargé(e) d’Études FTTH",r,Il'y a 2 semaines
Stage PFE en DevOps (SPFEDO8),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",https://www.tanitjobs.com/job/1980970/stage-pfe-en-devops-spfedo8/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi à Aida, cité el Ghazala » Stage PFE en DevOps (SPFEDO8) Smart Conseil accompagne les grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile.Nous vous proposons :- D’intégrer le projet d’industrialisation et d’automatisation de nos projets Data Science en tant qu’ingénieur DevOps, en participant au design, au développement et à l’implémentation des solutions technologiques.- De mettre en œuvre les services de conteneurisation et développer les micro-services adaptés et pertinents pour nos partenaires (Docker, CoreOS, API Management, autres…).- De concevoir et de mettre en place une plateforme d’intégration continue et de gestion de configuration avec les meilleurs outils (Git, Ansible, Puppet, Chef, autres...).- De réfléchir et lancer la future plateforme de déploiement et de suivi continu des services (Jenkins, Redmine, autres…).- De participer au quotidien de l’équipe technique dans une ambiance collaborative et de fourmillement des idées . Avantages:-Un cadre de travail agréable.-Le développement de vos connaissances.-Possibilité d'embauche. -Rémunération selon profil.-Période de stage : 5 à 6 mois (En télétravail). Emploi Tunisie » Offres d'emploi à Aida, cité el Ghazala » Stage PFE en DevOps (SPFEDO8)","agile, docker, git, jenkins, r",Il'y a 3 semaines
Product Owner,MS Solutions,"Montplaisir, Tunis, Tunisie",https://www.tanitjobs.com/job/1981721/product-owner/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Product Owner A Propos de MS Solutions : Dans un monde résolument numérique et connecté, nous fournissons à nos clients des services, des produits et des solutions de paiement électronique, de sécurisation des transactions, et de gestion de données monétiques. MS Solutions est présente sur la globalité des processus de la chaîne des systèmes de paiement en Tunisie et à l'étranger. Nous collaborons ainsi avec un vaste portefeuille de clients : banques, opérateurs mobiles, administrations / gouvernements et grande distribution. Site Web : http://monetics-services-solutions.com/ Description du poste : Dans le cadre de l'évolution de nos solutions et de notre transformation agile, nous recherchons un Product Owner pour piloter la vision et la valeur métier de nos produits. Véritable interface entre les parties prenantes et les équipes techniques, vous portez la voix du client pour garantir des livraisons à forte valeur ajoutée. Principales Missions & Responsabilités : Compétences & Qualités Requises : Vous disposez des compétences et des qualités suivantes : Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Product Owner","agile, go, r",Il'y a 2 semaines
Téléopérateur (support client),CLINISYS,Clinisys Sfax,https://www.tanitjobs.com/job/1243429/téléopérateur-support-client/?backPage=&searchID=1772105079.4095,"Emploi Tunisie » Offres d'emploi à sfax . » Téléopérateur (support client) Dans le cadre de l'expansion de nos activités, CliniSys recrute des ingénieurs et des techniciens supérieurs pour poste Téléopérateur (support client), expérimentés ou débutants . Activités principales Merci d’adresser votre dossier de candidature : Email : recrute.clinisys@csys.com.tn Adresse : Siège Route Manzel Chaker Km 4.5 – SFAX Tél : 74 623 700 ; 24 231 200 Emploi Tunisie » Offres d'emploi à sfax . » Téléopérateur (support client)",r,Il'y a 22 heures
Technico-commercial pour STE BIAS,BIAS,"Sfax, Sfax, Tunisie",https://www.tanitjobs.com/job/1979542/technico-commercial-pour-ste-bias/?backPage=&searchID=1772105079.4095,Emploi Tunisie » Offres d'emploi à Route de Ain km 3 Sfax . » Technico-commercial pour STE BIAS * développer & gérer un portefeuille clients b to b * proposer des solutions techniques adaptées * prospection & négociation commercial * suivi & fidélisation client Emploi Tunisie » Offres d'emploi à Route de Ain km 3 Sfax . » Technico-commercial pour STE BIAS,"go, r",Il'y a 3 semaines
Technicien informatique,KILOWATT INTERNATIONAL,"Soukra, Ariana, Tunisie",https://www.tanitjobs.com/job/1979556/technicien-informatique/?backPage=&searchID=1772105079.4095,Emploi Tunisie » Offres d'emploi à Ariana - la soukra » Technicien informatique Emploi Tunisie » Offres d'emploi à Ariana - la soukra » Technicien informatique,,Il'y a 3 semaines
