"company","company_logo_url","company_url","contract_types","full_description","industry","location","posted_date","salary","title","url"
"FORESTIA TUNISIA","","https://www.keejob.com/offres-emploi/companies/29114/","CDI","Sousse, Tunisie Entreprise Anonyme•Ariana Specialiste Vente et Marketing (Base a Sfax) Entreprise Anonyme•Sfax Offre de Stage – Marketing Resp Dev Com & Mkg en dispositifs medicaux Taille:Moins de 20 employes Description de l'annonce Nous recherchons unTraffic/Content Manager polyvalentpour rejoindre notre equipe et prendre en charge la gestion operationnelle et strategique de nos sites web. La mission englobe la strategie et l’optimisation SEO de nos sites de marque, ainsi que la mise a jour et la maintenance des contenus en ligne sur WordPress et Shopify. La personne sera responsable ducontenu, de la miseajour des sites (multilingues), de la coordination avec les agences de developpementet de lastrategie SEO & SEA.Missions principalesResponsabiliteSEO• Elaboration et mise en œuvre de lastrategie SEO on-site Multilingue(arborescence, balises, maillage interne, netlinking, contenu).• Realisation d’audits SEO regulierset suivi des KPIs (Search Console, Analytics, SEMrush).• Pilotage du contenu pour les differents marches• Gestion des campagnes de Netlinking• Veille SEO et suivi des evolutions d’algorithmes.Responsabilite SEAElaboration et mise en oeuvre de la strategie SEACreation, gestion & optimisation des campagnes SEA multilinguesGestion du site e-commerce (Shopify)• Mise a jour reguliere desfiches produits(texte, visuels, SEO).• Suivi et optimisation de l’experience utilisateur (navigation, ergonomie, coherence des contenus).• Gestion des mises en avant commerciales (landing pages, bannieres, collections).Gestion des sites de marque B2B (WordPress + WooCommerce)• Mise a jour descontenus editoriaux(pages institutionnelles, actualites, ressources).• Mise a jour des fiches produits.• Pilotage dumultilingue: mise en place, coordination des traductions, controle qualite.• Suivi de lamaintenanceet des mises a jour techniques (en lien avec l’agence de developpement).• Redaction et integration de contenus optimises SEO.Coordination & pilotage• Collaboration avec l’agence web(developpement, correctifs, evolutions techniques).• Collaboration avec l’equipe marketing pour assurer la coherence entre contenus web, campagnes publicitaires et reseaux sociaux.• Collaboration avec l’equipe produit pour les mises a jours des fiches produit et documentations techniques sur les sites.• Gestion duplanning editorial digital.Profil rechercheCompetences techniques• Maitrise deShopifyet/ouWordPress(au moins l’un des deux, idealement les deux).• Experience dans la gestion d’une strategieSEOmultilingue(on-page et off-page, technique, outils de suivi).• Experience engestion de sites multilingues.Competences comportementales• Autonomie et sens de l’organisation.• Capacite a gerer plusieurs projets en parallele.• Rigueur et souci du detail.• Bon relationnel et esprit collaboratif (interface entre marketing, technique et agence externe).• Curiosite digitale et veille permanente.Experience & formation•2ans d’experience minimumsur un poste similaire (Content Manager, Responsable SEO, Web Content Specialist, Digital Manager…).• Experience confirmee enSEO operationnel.• Experience engestion et creation de contenu editorial• Aisance dans lagestion de contenus et strategies multilingues. Maitrise de l’anglais obligatoire.• Formation Bac +3/5 en marketing digital, communication, e-commerce ou equivalent. Nous recherchons unTraffic/Content Manager polyvalentpour rejoindre notre equipe et prendre en charge la gestion operationnelle et strategique de nos sites web. La mission englobe la strategie et l’optimisation SEO de nos sites de marque, ainsi que la mise a jour et la maintenance des contenus en ligne sur WordPress et Shopify. La personne sera responsable ducontenu, de la miseajour des sites (multilingues), de la coordination avec les agences de developpementet de lastrategie SEO & SEA. • Elaboration et mise en œuvre de lastrategie SEO on-site Multilingue(arborescence, balises, maillage interne, netlinking, contenu). • Realisation d’audits SEO regulierset suivi des KPIs (Search Console, Analytics, SEMrush). • Pilotage du contenu pour les differents marches • Gestion des campagnes de Netlinking • Veille SEO et suivi des evolutions d’algorithmes. Elaboration et mise en oeuvre de la strategie SEACreation, gestion & optimisation des campagnes SEA multilingues Elaboration et mise en oeuvre de la strategie SEACreation, gestion & optimisation des campagnes SEA multilingues Gestion du site e-commerce (Shopify) • Mise a jour reguliere desfiches produits(texte, visuels, SEO). • Suivi et optimisation de l’experience utilisateur (navigation, ergonomie, coherence des contenus). • Gestion des mises en avant commerciales (landing pages, bannieres, collections). Gestion des sites de marque B2B (WordPress + WooCommerce) • Mise a jour descontenus editoriaux(pages institutionnelles, actualites, ressources). • Mise a jour des fiches produits. • Pilotage dumultilingue: mise en place, coordination des traductions, controle qualite. • Suivi de lamaintenanceet de","autres","Sousse","27 janvier 2026","1600 - 2000 TND","Traffic & Content Manager","https://www.keejob.com/offres-emploi/235600/traffic-content-manager/"
"PROMINDS IT","","https://www.keejob.com/offres-emploi/companies/23837/","CDI","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Responsable Infrastructure et Exploitation IT Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Prominds IT est une societe de services informatique, specialisee dans la consultance IT (developpement, reseau, systeme,...), et active exclusivement a l'etranger.Nous sommes en phase de constitution d'une equipe offshore d'experts IT dans tous les domaines (dev web, mobile, testing, data engineering, ...) afin de repondre a la demande croissante de nos clients europeens.Actuellement, nous cherchons les profils suivants:Developpeurs Java senior (7+ ans d'experience)Developpeurs Java medior (4 a 6 ans d'experience) De preference full stack, mais les developpeurs bDe preference full stack, mais les developpeurs back end sont aussi les bienvenusLes candidats selectionnes travailleront sur un projet interne dans un premier temps, puis seront affectes a des missions a l'etranger (principalement en Belgique, mais pas seulement).Si vous avez:Un niveau d'etude equivalent a un bac + 3 ou plus(MUST)Une experience totale de minimum 4 ans(MUST)Une connaissance approfondie de Java 11+, Spring (Boot, Security, Core, MVC, Data, ...)Quarkus, Jakarta EE, ... est un nice to haveUne experience avec Angular ou autre framework/lib front endL'esprit d'equipe Prominds IT est une societe de services informatique, specialisee dans la consultance IT (developpement, reseau, systeme,...), et active exclusivement a l'etranger. Nous sommes en phase de constitution d'une equipe offshore d'experts IT dans tous les domaines (dev web, mobile, testing, data engineering, ...) afin de repondre a la demande croissante de nos clients europeens. Actuellement, nous cherchons les profils suivants: Developpeurs Java senior (7+ ans d'experience)Developpeurs Java medior (4 a 6 ans d'experience) De preference full stack, mais les developpeurs b De preference full stack, mais les developpeurs back end sont aussi les bienvenus Les candidats selectionnes travailleront sur un projet interne dans un premier temps, puis seront affectes a des missions a l'etranger (principalement en Belgique, mais pas seulement). Un niveau d'etude equivalent a un bac + 3 ou plus(MUST)Une experience totale de minimum 4 ans(MUST)Une connaissance approfondie de Java 11+, Spring (Boot, Security, Core, MVC, Data, ...)Quarkus, Jakarta EE, ... est un nice to haveUne experience avec Angular ou autre framework/lib front endL'esprit d'equipe","informatique / telecoms","Tunis","27 janvier 2026","3000 - 5000 TND","Developpeurs Java full stack","https://www.keejob.com/offres-emploi/235576/d%C3%A9veloppeurs-java-full-stack-mediorsenior/"
"KYNALIX TECH","","https://www.keejob.com/offres-emploi/companies/34085/","Stage/PFE","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Formateurs Vacataires INSTITUT DES SCIENCES ECONOMIQUES ET DE GESTION•Tunis Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Dans le cadre de nos projets informatiques,KYNALIX TECHpropose une opportunite destage de fin d’etudes (PFE)destinee aux etudiants souhaitant developper leurs competences endeveloppement Javaet enarchitecture applicative moderne. Technologies utilisees Spring BootAngularAPIs RESTBases de donnees :MySql Bases de donnees :MySql Etudiant(e) en Licence, Master ou cycle d’ingenieur en informatiqueBonnes bases en Java oriente objetConnaissances en Spring Boot apprecieesCapacite a travailler de maniere autonomeMotivation, serieux et esprit d’initiative Etudiant(e) en Licence, Master ou cycle d’ingenieur en informatique Bonnes bases en Java oriente objet Connaissances en Spring Boot appreciees Capacite a travailler de maniere autonome Motivation, serieux et esprit d’initiative Encadrement technique et methodologiqueSujet PFE concret et valorisantAttestation de stagePossibilite d’evolution selon les performances Encadrement technique et methodologique Sujet PFE concret et valorisant Possibilite d’evolution selon les performances","informatique / telecoms","Tunis","27 janvier 2026","","PFE – Spring Boot & Angular (Remote)","https://www.keejob.com/offres-emploi/235529/pfe-spring-boot-angular-remote/"
"NORTH AMERICAN PRIVATE UNIVERSITY IIT ISB","","https://www.keejob.com/offres-emploi/companies/33811/","CDI","Sakiet Ezzit, Sfax, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Resp Infrastructure IT hotel PARTNER RECRUITMENT•Tunis Chief Technology Officer - CTO HR HOUSE INTERNATIONAL•Tunis Business and Marketing skills NORTH AMERICAN PRIVATE UNIVERSITY IIT ISB Secteur:enseignement / formation / puericulture Taille:Entre 20 et 100 employes Description de l'annonce Structurer et piloter les systemes d’information academiques et administratifsAssurer une circulation fluide, fiable et securisee de l’information entre les departementsHarmoniser les processus metiers a travers des solutions numeriques adapteesDefinir et suivre des indicateurs de performance et tableaux de bord institutionnelsGarantir la securite, la qualite et la tracabilite des donneesCoordonner les projets digitaux et les prestataires informatiques Structurer et piloter les systemes d’information academiques et administratifs Assurer une circulation fluide, fiable et securisee de l’information entre les departements Harmoniser les processus metiers a travers des solutions numeriques adaptees Definir et suivre des indicateurs de performance et tableaux de bord institutionnels Garantir la securite, la qualite et la tracabilite des donnees Coordonner les projets digitaux et les prestataires informatiques Bac+5 minimumen systemes d’information, informatique ou managementExperience confirmee en gouvernance SICompetences en pilotage de projets, organisation et communication transverse Bac+5 minimumen systemes d’information, informatique ou management Experience confirmee en gouvernance SI Competences en pilotage de projets, organisation et communication transverse","enseignement / formation / puericulture","Sakiet Ezzit, Sfax","27 janvier 2026","1200 - 2000 TND","R. Organisationnel & Systemes d’Information","https://www.keejob.com/offres-emploi/235523/r-organisationnel-syst%C3%A8mes-dinformation/"
"ADVANS TUNISIE MICROFINANCE","https://www.keejob.com/media/recruiter/recruiter_5169/logo-5169-20250423-141442.png.300x300_q85_crop-smart.png","https://www.keejob.com/offres-emploi/companies/5169/","","Tunis, Tunisie Developpeurs Java full stack TECH COMPETENCES•Tunis ADVANS TUNISIE MICROFINANCE Secteur:banque / finance / assurances Taille:Plus de 500 employes AdvansTunisieœuvre dans le domaine du developpement economique, avec l’objectif d’offrir aux entrepreneurs tunisiens, souvent exclus du systeme financier traditionnel, des services de credit adaptes pour soutenir le developpement de leurs activites. Advans Tunisie est une filiale du reseau de microfinance Advans, cree en 2005 et deja present dans 6 pays. Il compte a travers le monde plus de 3.300 employes, et plus de 685.000 clients actifs. Depuis le lancement de ses operations le 13 Mars 2015, Advans Tunisie compte 25 agences dont 5 sur le grand Tunis, une a Sousse, une a Kairouan, une a Zaghouan, une a Beja, une a Jendouba, une a Nabeul, une a Gabes, une a Medenine, 2 a Sfax, une a Sidi Bouzid, une a Bizerte, une a Gafsa, une a Kasserine, une a Mahdia, une a Kef, une a Monastir, une a Menzel Temime, une a Kebili et une a Haffouz. Description de l'annonce Advans, groupe international de MicrofinanceAdvans Tunisie œuvre dans le domaine du developpement economique, avec l'objectif d'offrir aux entrepreneurs tunisiens, souvent exclus du systeme financier traditionnel, des services de credit adaptes pour soutenir le developpement de leurs activites.Advans Tunisie est une filiale du reseau de microfinance Advans, cree en 2005 et deja present dans 9 pays. Il compte a travers le monde plus de 7.300 employes, et plus de 1.000.000 clients actifs.Depuis le lancement de ses operations le 13 mars 2015, Advans Tunisie compte 29 agences dont 5 sur le grand Tunis, Deux a Sousse, deux a Sfax, une a Kairouan, une a Zaghouan, une a Beja, une a Jendouba, une a Nabeul, une a Gabes, une a Medenine, une a Sidi Bouzid, une a Bizerte, une a Gafsa, une a Kasserine, une a Mahdia, une a Kef, une a Monastir, une a Menzel Temime, une a Kebili, une a Haffouz, une a Mateur, une a Kairaouen, une a Siliana et une a Medjez el Bab.Pour renforcer son departement IT, Advans Tunisie cherche a recruter un(e) :Analyste FonctionnelResponsabilites :En tant qu’Analyste Fonctionnel, vous assurez la traduction des besoins metiers en solutions concretes, en collaboration avec les equipes techniques. Vous jouez un role cle dans l’amelioration des processus et le succes des projets IT.Missions Principales :·Recueillir, analyser et formaliser les besoins metiers.·Rediger les specifications fonctionnelles et en assurer le suivi.·Collaborer etroitement avec les equipes techniques sur l’ensemble du cycle projet.·Participer aux tests fonctionnels et a la recette utilisateur.Competences Requises :·Formation superieure en informatique (Licence, Master ou equivalent).·Bonne connaissance des bases de donnees (SQL, PostgreSQL, Oracle ou equivalent).·Savoir anticiper les risques fonctionnels et gerer un plan d’actions.Aptitudes professionnelles :·Autonomie, disponibilite, esprit d’initiative.·Bon relationnel et facilite d’integration.·Curiosite, capacite a proposer des solutions innovantes.·Rigueur, esprit d'analyse et de synthese.·Communication verbale et ecrite. Advans, groupe international de Microfinance Advans Tunisie œuvre dans le domaine du developpement economique, avec l'objectif d'offrir aux entrepreneurs tunisiens, souvent exclus du systeme financier traditionnel, des services de credit adaptes pour soutenir le developpement de leurs activites. Advans Tunisie est une filiale du reseau de microfinance Advans, cree en 2005 et deja present dans 9 pays. Il compte a travers le monde plus de 7.300 employes, et plus de 1.000.000 clients actifs. Depuis le lancement de ses operations le 13 mars 2015, Advans Tunisie compte 29 agences dont 5 sur le grand Tunis, Deux a Sousse, deux a Sfax, une a Kairouan, une a Zaghouan, une a Beja, une a Jendouba, une a Nabeul, une a Gabes, une a Medenine, une a Sidi Bouzid, une a Bizerte, une a Gafsa, une a Kasserine, une a Mahdia, une a Kef, une a Monastir, une a Menzel Temime, une a Kebili, une a Haffouz, une a Mateur, une a Kairaouen, une a Siliana et une a Medjez el Bab. Pour renforcer son departement IT, Advans Tunisie cherche a recruter un(e) : En tant qu’Analyste Fonctionnel, vous assurez la traduction des besoins metiers en solutions concretes, en collaboration avec les equipes techniques. Vous jouez un role cle dans l’amelioration des processus et le succes des projets IT. Missions Principales : ·Recueillir, analyser et formaliser les besoins metiers. ·Rediger les specifications fonctionnelles et en assurer le suivi. ·Collaborer etroitement avec les equipes techniques sur l’ensemble du cycle projet. ·Participer aux tests fonctionnels et a la recette utilisateur. Competences Requises : ·Formation superieure en informatique (Licence, Master ou equivalent). ·Bonne connaissance des bases de donnees (SQL, PostgreSQL, Oracle ou equivalent). ·Savoir anticiper les risques fonctionnels et gerer un plan d’actions","","Tunis","10 fevrier 2026","","Analyste Fonctionnel","https://www.keejob.com/offres-emploi/235513/analyste-fonctionnel/"
"POULINA GROUP HOLDING","https://www.keejob.com/media/recruiter/recruiter_198/logo_20140304-162649.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/198/","","Ezzahra, Ben Arous, Tunisie Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana POULINA GROUP HOLDING Secteur:agriculture / agro-alimentaire / environnement Taille:Plus de 500 employes Description de l'annonce Vous etes passionne(e) par la Data, le Machine Learning et l’exploitation des donnees ERP pour ameliorer la performance operationnelle ? Vous disposez d’une experience confirmee dans un poste similaire ? 👉 Cette opportunite est faite pour vous ! 💼 Poste : Charge(e) Logiciels de gestion (Data Science / IA) 🎯 Missions principales : - Analyser et comprendre les donnees issues de l’ERP QAD. - Concevoir des modeles de Machine Learning pour :Prevision de la demande / Estimation des delais fournisseurs / Optimisation des stocks / Detection d’anomalies - Choisir les algorithmes adaptes. - Evaluer, tester et ameliorer la performance des modeles. - Documenter les modeles developpes ainsi que les hypotheses associees. - Diplome : Ingenieur ou Master en Data Science / Intelligence Artificielle - Experience confirmee dans un poste similaire - Maitrise de Python et SQL avance - Bonne connaissance des librairies : pandas, numpy, scikit-learn, XGBoost, LightGBM… - Bonne comprehension des donnees et des processus ERP 🔑 Qualites personnelles attendues : Esprit analytique et sens de la resolution de problemes Rigueur et organisation Capacite a travailler en equipe","","Ezzahra, Ben Arous","10 fevrier 2026","","Charge(e) Logiciels de gestion","https://www.keejob.com/offres-emploi/235489/charg%C3%A9e-logiciels-de-gestion/"
"HR HOUSE INTERNATIONAL","https://www.keejob.com/media/recruiter/recruiter_4313/logo-4313-20190213-165952.JPG.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/4313/","","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Resp Infrastructure IT hotel Responsable Infrastructure et Exploitation IT technicien reseau et maintenance informatique POLE INFORMATIQUE FORMATION ET SERVICE•La Manouba EXPERT TECHNICO-FONCTIONNEL SAGE X3 MERCURE RETAIL TUNISIA•Tunis HR HOUSE INTERNATIONAL Secteur:recrutement / ressources humaines Taille:Moins de 20 employes Description de l'annonce HR House recrute pour le compte d’un client un Gestionnaire Systeme d’Information (H/F).Profil recherche :Titulaire d’un diplome en informatique de gestion ou equivalent.Experience de 1 a 3 ans dans un poste similaire.Missions principales :Assurer la gestion et le suivi du systeme d’information de l’entreprise.Garantir la securite et la disponibilite des donnees.Participer a l’optimisation et a l’evolution des applications et outils informatiques.Assurer le support aux utilisateurs et resoudre les incidents.Rigueur, sens de l’organisation et bonnes competences techniques sont indispensables. HR House recrute pour le compte d’un client un Gestionnaire Systeme d’Information (H/F). Profil recherche :Titulaire d’un diplome en informatique de gestion ou equivalent.Experience de 1 a 3 ans dans un poste similaire. Missions principales :Assurer la gestion et le suivi du systeme d’information de l’entreprise.Garantir la securite et la disponibilite des donnees.Participer a l’optimisation et a l’evolution des applications et outils informatiques.Assurer le support aux utilisateurs et resoudre les incidents. Rigueur, sens de l’organisation et bonnes competences techniques sont indispensables.","","Tunis","10 fevrier 2026","","Gestionnaire Systeme d’Information","https://www.keejob.com/offres-emploi/235481/gestionnaire-syst%C3%A8me-dinformation/"
"TEG","","https://www.keejob.com/offres-emploi/companies/29498/","CDI, SIVP","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Formateurs Vacataires INSTITUT DES SCIENCES ECONOMIQUES ET DE GESTION•Tunis 3x Developpeurs COBOL Developpeur Web (H/F) PFE UI/UX Designer (Mobile app Food Delivery) Secteur:enseignement / formation / puericulture Taille:Entre 20 et 100 employes Description de l'annonce Dans le cadre de notre croissance, nous recherchons un·e Developpeur·se Full Stack passionne·e pour renforcer notre equipe technique et participer au developpement de projets web ambitieux. Concevoir, developper et maintenir des applications web performantes Developper des API et back-ends robustes avec Symfony Creer des interfaces modernes et optimisees avec Next.js / React Participer aux choix techniques et a l’architecture des projets Collaborer etroitement avec les equipes produit et design Assurer la qualite du code (tests, bonnes pratiques, performance,security) Bonne maitrise de Next.js et React Solide experience avec Symfony (PHP) Connaissance des bases de donnees (MySQL / PostgreSQL) A l’aise avec Git et les methodes de travail collaboratives Sens du detail, autonomie et esprit d’equipe Une experience en Docker, CI/CD ou cloud est un plus Une tres bonne connaissance des differents langages de programmation suivant : PHP5/7, SYMFONY, ZEND, MYSQL5, MVC, HTML, POO, SQL, JS/JQUERY, UNIX, REACT, NODE JS, BOOTSTRAP, GIT , Scrum , Docker , API Platform","enseignement / formation / puericulture","Tunis","26 janvier 2026","1500 - 1800 TND","Developpeur·se Full Stack Symfony / Next.js","https://www.keejob.com/offres-emploi/235466/d%C3%A9veloppeurse-full-stack-symfony-nextjs/"
"VETISSIMO","","https://www.keejob.com/offres-emploi/companies/31815/","CDI, Independant/Freelance","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Resp Infrastructure IT hotel PARTNER RECRUITMENT•Tunis Chief Technology Officer - CTO HR HOUSE INTERNATIONAL•Tunis R. Organisationnel & Systemes d’Information NORTH AMERICAN PRIVATE UNIVERSITY IIT ISB•Sfax Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce IT services company located in Carthage, Tunisia, 100% export-orientedis establishing a dedicated customer service department for English-speaking businesses (USA and UK) specializing in working with online marketplaces.As part of this initiative, they are seeking the future Head of this department.The ideal candidate will haveexcellent spoken English, good business and marketing skillsThe candidate must be able to conduct remote demonstrations of the company's services via Teams or Meet (training provided).High availability is required due to the time difference.Experience with American clients is preferred.After a trial period, the candidate may be offered the opportunity to work remotely.Please submit your CV via the support form.","informatique / telecoms","Tunis","25 janvier 2026","1600 - 2500 TND","Business and Marketing skills","https://www.keejob.com/offres-emploi/235440/business-and-marketing-skills/"
"POLE INFORMATIQUE FORMATION ET SERVICE","https://www.keejob.com/media/recruiter/recruiter_24538/logo-24538-20211204-204632.png.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/24538/","CDI, SIVP","Mannouba, La Manouba, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Resp Infrastructure IT hotel Techniciens Courant Faible Responsable Infrastructure et Exploitation IT POLE INFORMATIQUE FORMATION ET SERVICE Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce ste de services informatique a denden manouba recrute un technicien reseau et maintenance informatique hard et soft ayant connaissance sur camera de surveillance et alarme, pointeuse.... • Participer au deploiement du nouveau projet IT• Assurer le bon fonctionnement du parc informatique• la gestion, la preparation et la configuration (materiel / logiciels) et la mise en place des equipements PC/Portables, etc …• le support Helpdesk pour les utilisateurs• la gestion des mises a jour• l’astreinte au sein du service informatique• la maintenance et la gestion des produits Audio et Video","informatique / telecoms","Mannouba, La Manouba","25 janvier 2026","900 - 1300 TND","technicien reseau et maintenance informatique","https://www.keejob.com/offres-emploi/235437/technicien-r%C3%A9seau-et-maintenance-informatique/"
"MERCURE RETAIL TUNISIA","https://www.keejob.com/media/recruiter/recruiter_5598/logo-5598-20160301-130649.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/5598/","","Centre ville, Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Resp Infrastructure IT hotel MERCURE RETAIL TUNISIA Secteur:commerce / vente / distribution Taille:Entre 200 et 500 employes Description de l'annonce Mercure International est une societe monegasque de dimension internationale (presente dans 12 pays) specialisee dans l'import/export et la distribution de biens de consommation.Rattache(e) au Directeur des Systemes d'Informations, vous integrez l'equipe informatique basee en Tunisie et rattachee a la centrale de MonacoVous etes responsable de l'evolution et du fonctionnement de l'ERP Sage X3 achat/logistique/finance, SageX3. Dans ce contexte tres reactif, vous pilotez cette activite en lien etroit avec les differents metiers utilisateurs de cet ERP.A ce titre, vos missions seront les suivantes :* Analyser les besoins et accompagner la redaction des specifications,* Proposer les solutions pour repondre aux differents besoins,* Prendre en compte l'interaction de l'ERP avec les SI connexes,* Etre en mesure de realiser vous-meme certains developpements,* Suivre les taches de realisation et assurer les taches correctives,* Tester les livrables et assurer la recette operationnelle,* Decider de la date de lancement en production et prendre les mesures necessaires au respect des delais,* Piloter la relation avec les partenaires externes (editeurs, integrateurs, societes de services)* Rediger les documents utilisateurs et assurer les formations,* Assurer le support et se placer dans une posture d'amelioration continue* Participer aux differentes taches communes de l’equipe informatiqueQuel est le profil ideal ?Issu d'une formation superieure de type Ingenieur ou equivalent universitaire, vous disposez d'au moins 10 ans d'experience comme consultant / chef de Projet technico-fonctionnel sage X3.Vous maitrisez les concepts de Sage X3 (V5 et V12). La decouverte de nouveaux domaines metiers vous motive.Oriente client, la satisfaction des utilisateurs est votre priorite.Vous faites preuve d'esprit d'analyse, de rigueur et d'engagement. Vous prenez du recul pour voir loin, vous prenez du plaisir a regarder de pres.Vous avez un bon relationnel et etes reconnu pour votre esprit d'equipe.LIEU : TUNIS / SOUSSE Mercure International est une societe monegasque de dimension internationale (presente dans 12 pays) specialisee dans l'import/export et la distribution de biens de consommation.Rattache(e) au Directeur des Systemes d'Informations, vous integrez l'equipe informatique basee en Tunisie et rattachee a la centrale de MonacoVous etes responsable de l'evolution et du fonctionnement de l'ERP Sage X3 achat/logistique/finance, SageX3. Dans ce contexte tres reactif, vous pilotez cette activite en lien etroit avec les differents metiers utilisateurs de cet ERP. Mercure International est une societe monegasque de dimension internationale (presente dans 12 pays) specialisee dans l'import/export et la distribution de biens de consommation. Rattache(e) au Directeur des Systemes d'Informations, vous integrez l'equipe informatique basee en Tunisie et rattachee a la centrale de Monaco Vous etes responsable de l'evolution et du fonctionnement de l'ERP Sage X3 achat/logistique/finance, SageX3. Dans ce contexte tres reactif, vous pilotez cette activite en lien etroit avec les differents metiers utilisateurs de cet ERP. A ce titre, vos missions seront les suivantes : * Analyser les besoins et accompagner la redaction des specifications, * Proposer les solutions pour repondre aux differents besoins, * Prendre en compte l'interaction de l'ERP avec les SI connexes, * Etre en mesure de realiser vous-meme certains developpements, * Suivre les taches de realisation et assurer les taches correctives, * Tester les livrables et assurer la recette operationnelle, * Decider de la date de lancement en production et prendre les mesures necessaires au respect des delais, * Piloter la relation avec les partenaires externes (editeurs, integrateurs, societes de services) * Rediger les documents utilisateurs et assurer les formations, * Assurer le support et se placer dans une posture d'amelioration continue * Participer aux differentes taches communes de l’equipe informatique Quel est le profil ideal ? Issu d'une formation superieure de type Ingenieur ou equivalent universitaire, vous disposez d'au moins 10 ans d'experience comme consultant / chef de Projet technico-fonctionnel sage X3. Vous maitrisez les concepts de Sage X3 (V5 et V12). La decouverte de nouveaux domaines metiers vous motive. Oriente client, la satisfaction des utilisateurs est votre priorite. Vous faites preuve d'esprit d'analyse, de rigueur et d'engagement. Vous prenez du recul pour voir loin, vous prenez du plaisir a regarder de pres. Vous avez un bon relation","","Centre ville, Tunis","15 fevrier 2026","","EXPERT TECHNICO-FONCTIONNEL SAGE X3","https://www.keejob.com/offres-emploi/235426/expert-technico-fonctionnel-sage-x3/"
