title,company,location,date,job_link,description,source,required_skills
Head of BOS Integrated Services Hub 1,Ericsson,"Tunis, Tunis, Tunisia",04/22/2026,https://tn.linkedin.com/jobs/view/head-of-bos-integrated-services-hub-1-at-ericsson-4404455449?position=49&pageNum=0&refId=%2BMVqxOukWEE6cd8QEzkhQA%3D%3D&trackingId=wOPfQNI6D4LUBZUqD%2B1oAw%3D%3D,"About This Opportunity Ericsson is looking for a Head of Integration Services Hub1 within Service Line (SL) Business and Operations Systems (BOS) as a key leadership role part of BOS Delivery Excellence, responsible for leading the service excellence. The role focuses on services business pre-sales and overlooks integrated delivery models setup including System Integration, Application Development & Maintenance , and IT Managed Services. This role reports to the Head of SL BOS Delivery Excellence for MEMA and will be part of BOS Delivery Excellence Leadership team. What You Will Do: Lead BOS service excellence, managing team of senior services professionals. Accountable for services engagement and pre-sales including target topline and profitability. Responsible for aligning with Solution Area on Services GTM and drive services offering build up , presales and delivery engagements for the EMEA region. Secure service delivery readiness through competence planning inline with business and portfolio evolution. Senior People Manager of own unit and a senior Leader across matrixed organization extending to solution line professionals in other CU BOS, BOS solution lines and SD/SDU units. Adopt, position and expand integrated service delivery offerings; with focus on customer value realization, delivery efficiency, and adapting to different commercial models. Champion delivery efficiency initiatives in collaboration with program management, CU BOS SL and SD/SDU. Set Individual Performance and Development goals for members with regular check-ins. Responsible for team dimensioning; and Cost Center Responsible to deliver over-Absorption target and required Utilization/Billability. Drive a Knowledge Sharing and Asset building culture across their community. Instill a culture of add-on sales and customer value maximization. What You Will Bring: 12+ years of experience in telecom industry with leadership track record in professional services including system integration, application development & maintenance, and IT managed services. Deep understanding of BOS portfolio including products and services. University degree in ICT/Engineering. A graduate degree such as an MBA is a plus. Strong People Manager track record leading Senior Team members and leading Leaders. Deep Telecom knowledge including understanding of Telecom networks, OSS & BSS components and familiarity with TmForum (eTOM, SID, TAM) Advanced experience with IT Systems and Integration OSS and BSS full stack integrations and surrounding ecosystems API management & microservice architecture Cloud-Native & Platform transformation Data analytics, AI/ML applications in service operations In depth knowledge of different SDLC methodologies including Agile, Waterfall and DevOps approaches. Proven experience with MS IT and ADM related frameworks – ITIL, COBIT & SAFe Demonstrated experience leading cross-functional highly matrixed and globally distributed teams. Recommended certifications (external): ITIL, Lean Six Sigma, PMP Recommended certifications (internal): MSCOO, ICT PD JS8 GIAP certification Strong consultative, presentation, and communication skills Proven track record to deliver results within a time sensitive and high-pressure environment. Highly proficient collaboration skills Solid ability to communicate effectively at executive levels. In-depth knowledge of running Organizational and Solution Level Governance. Fluent in English; additional languages are a plus. Note: There are a total of 4 Head of Integration Services Hub vacancies with the same responsibility and skills requirements. Ericsson South Africa recruits in line with its Employment Equity plan and will therefore give preference to suitably qualified candidates who are members of designated groups. Would you like to take a tour to “Life at Ericsson MEA”, visit short video Click Here Why join Ericsson? At Ericsson, you´ll have an outstanding opportunity. The chance to use your skills and imagination to push the boundaries of what´s possible. To build solutions never seen before to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone. You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next. What happens once you apply? Click Here to find all you need to know about what our typical hiring process looks like. Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we champion it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team. Ericsson is proud to be an Equal Opportunity Employer. learn more. Req ID: 776664",linkedin,
Head of BOS Integrated Services Hub 1,Ericsson,"Tunis, Tunis, Tunisia",04/22/2026,https://tn.linkedin.com/jobs/view/head-of-bos-integrated-services-hub-1-at-ericsson-4404458479?position=50&pageNum=0&refId=%2BMVqxOukWEE6cd8QEzkhQA%3D%3D&trackingId=KqO5tve5hIr37CJe2CBJTg%3D%3D,"About This Opportunity Ericsson is looking for a Head of Integration Services Hub1 within Service Line (SL) Business and Operations Systems (BOS) as a key leadership role part of BOS Delivery Excellence, responsible for leading the service excellence. The role focuses on services business pre-sales and overlooks integrated delivery models setup including System Integration, Application Development & Maintenance , and IT Managed Services. This role reports to the Head of SL BOS Delivery Excellence for MEMA and will be part of BOS Delivery Excellence Leadership team. What You Will Do: Lead BOS service excellence, managing team of senior services professionals. Accountable for services engagement and pre-sales including target topline and profitability. Responsible for aligning with Solution Area on Services GTM and drive services offering build up , presales and delivery engagements for the EMEA region. Secure service delivery readiness through competence planning inline with business and portfolio evolution. Senior People Manager of own unit and a senior Leader across matrixed organization extending to solution line professionals in other CU BOS, BOS solution lines and SD/SDU units. Adopt, position and expand integrated service delivery offerings; with focus on customer value realization, delivery efficiency, and adapting to different commercial models. Champion delivery efficiency initiatives in collaboration with program management, CU BOS SL and SD/SDU. Set Individual Performance and Development goals for members with regular check-ins. Responsible for team dimensioning; and Cost Center Responsible to deliver over-Absorption target and required Utilization/Billability. Drive a Knowledge Sharing and Asset building culture across their community. Instill a culture of add-on sales and customer value maximization. What You Will Bring: 12+ years of experience in telecom industry with leadership track record in professional services including system integration, application development & maintenance, and IT managed services. Deep understanding of BOS portfolio including products and services. University degree in ICT/Engineering. A graduate degree such as an MBA is a plus. Strong People Manager track record leading Senior Team members and leading Leaders. Deep Telecom knowledge including understanding of Telecom networks, OSS & BSS components and familiarity with TmForum (eTOM, SID, TAM) Advanced experience with IT Systems and Integration OSS and BSS full stack integrations and surrounding ecosystems API management & microservice architecture Cloud-Native & Platform transformation Data analytics, AI/ML applications in service operations In depth knowledge of different SDLC methodologies including Agile, Waterfall and DevOps approaches. Proven experience with MS IT and ADM related frameworks – ITIL, COBIT & SAFe Demonstrated experience leading cross-functional highly matrixed and globally distributed teams. Recommended certifications (external): ITIL, Lean Six Sigma, PMP Recommended certifications (internal): MSCOO, ICT PD JS8 GIAP certification Strong consultative, presentation, and communication skills Proven track record to deliver results within a time sensitive and high-pressure environment. Highly proficient collaboration skills Solid ability to communicate effectively at executive levels. In-depth knowledge of running Organizational and Solution Level Governance. Fluent in English; additional languages are a plus. Note: There are a total of 4 Head of Integration Services Hub vacancies with the same responsibility and skills requirements. Ericsson South Africa recruits in line with its Employment Equity plan and will therefore give preference to suitably qualified candidates who are members of designated groups. Would you like to take a tour to “Life at Ericsson MEA”, visit short video Click Here Why join Ericsson? At Ericsson, you´ll have an outstanding opportunity. The chance to use your skills and imagination to push the boundaries of what´s possible. To build solutions never seen before to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone. You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next. What happens once you apply? Click Here to find all you need to know about what our typical hiring process looks like. Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we champion it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team. Ericsson is proud to be an Equal Opportunity Employer. learn more. Req ID: 776664",linkedin,
Data gouvernance team lead,Recordati,"Ariana, Ariana, Tunisia",04/17/2026,https://tn.linkedin.com/jobs/view/data-gouvernance-team-lead-at-recordati-4381489337?position=51&pageNum=0&refId=%2BMVqxOukWEE6cd8QEzkhQA%3D%3D&trackingId=P9Lrvbz%2Be5VELd7VUnyHdg%3D%3D,"With its beginnings in a family run pharmacy in Correggio, Italy in the 1920s, Recordati is now a global pharmaceutical company, listed on the Italian stock exchange, with over 4,500 employees and turnover of over Euro 2bn. We are a group of like-minded, passionate individuals who go to extraordinary lengths for our patients, customers, partners, investors and the people across the globe who we serve. We develop and commercialise medicines to serve people living with common diseases, as well as those living with some of the rarest, in around 150 countries. At Recordati, our mantra is simple. We’ve always believed that health, and the opportunity to live life to the fullest, is a right, not a privilege. Whether that is for common diseases or the rarest – we want to give people the opportunity to be the best version of themselves. This drive will never stop. Together, we will always be reimagining tomorrow – with new ideas, new technologies and new innovations to fight diseases. Recordati. Unlocking the full potential of life. Mission principale L’Ingénieur IT spécialisé en Data Science et Intelligence Artificielle est chargé de piloter les projets de transformation digitale de l’entreprise en s’appuyant sur l’exploitation des données, l’intelligence artificielle et les technologies numériques. Il encadre une équipe de spécialistes IT et coordonne les projets visant à améliorer la performance, l'efficacité opérationnelle et la prise de décision grâce à des solutions digitales innovantes. Il agit comme référent technique et stratégique pour les initiatives data et IA au sein de l’organisation. Responsabilités principales Pilotage des projets de transformation digitale Identifier les opportunités de digitalisation des processus métiers. Piloter les projets de transformation digitale de l’entreprise. Définir les feuilles de route technologiques. Assurer la planification, le suivi et la réussite des projets IT. Garantir le respect des délais, budgets et objectifs. Management de l’équipe IT Data & IA Encadrer et coordonner une équipe de spécialistes IT. Répartir les projets et les responsabilités au sein de l’équipe. Développer les compétences techniques de l’équipe. Assurer un suivi régulier des performances et de l’avancement des projets. Favoriser une culture d’innovation et de collaboration. Développement de solutions Data Science & IA Superviser la conception et le développement de modèles : Machine Learning ; Intelligence artificielle ; Analyse prédictive Assurer la mise en production et le déploiement des solutions développées. Garantir la qualité et la fiabilité des modèles. Gouvernance et stratégie Data Participer à la définition de la stratégie Data de l’entreprise. Mettre en place des politiques de gouvernance des données. Garantir la sécurité et la conformité des systèmes de gestion des données. Support à la prise de décision Développer des outils analytiques avancés pour la direction. Fournir des analyses stratégiques basées sur les données. Contribuer à la mise en place d’une culture data-driven dans l’entreprise. Formation Diplôme d’Ingénieur Informatique avec un baground en (Data Science, Intelligence Artificielle, Mathématiques appliquées, Statistiques) Expérience Minimum 5 ans d’expérience en : Data Science / IA ; gestion de projets IT ; transformation digitale Expérience en management d’équipe IT souhaitée. Une expérience dans l’industrie pharmaceutique est un avantage. Compétences techniques Technologies Data & IA : Machine Learning ; Deep Learning ; Data Analytics ; Big Data Programmation : Python ; R ; SQL Outils analytiques : Power BI ; Tableau ; Data Visualization Architecture IT : Cloud Computing (AWS / Azure / GCP) ; Data Warehouse ; APIs ; DevOps / MLOps Compétences managériales Leadership d’équipes techniques Gestion de projets IT Conduite du changement Communication transverse Gestion des priorités Orientation résultats Langues Français : courant Anglais : professionnel At Recordati we believe in people! Inspired by our purpose - unlocking the full potential of life - we are committed to creating a diverse environment and cultivating a culture of inclusion. We strive to continually lead with our values and beliefs, enabling our employees to bring their whole selves to work and develop their potential. We are proud to be an equal opportunity employer. We recruit, develop and reward without regard to, amongst others, gender, sexual orientation, gender identity or expression, national origin, age, physical or mental ability, race, ethnicity, political or religious belief. If you are looking to join a company where you can try new things, speak openly, and be bold, we invite you to apply today.",linkedin,
Full-stack developer with focus on Angular (Located geographically in EMEA),Acro Companion,Tunisia,10/27/2025,https://tn.linkedin.com/jobs/view/full-stack-developer-with-focus-on-angular-located-geographically-in-emea-at-acro-companion-4332005558?position=52&pageNum=0&refId=%2BMVqxOukWEE6cd8QEzkhQA%3D%3D&trackingId=G3fznyHSs5IPLGf3Sh3Shw%3D%3D,"The Role Role Overview: As a member of our development team, you'll be instrumental in implementing and analysing features for our Angular-based web application. You will use the cutting-edge versions of Angular (signals, zoneless), NX, google cloud + node, No-SQL + SQL firebase, python for deep learning models for real-time judging and for operational research, … Location: Our team is located in different areas of the world (Tunisia, Portugal, Belgium) and works remotely. We are open to team members located between timezones GMT - 2 => GMT + 4, North Africa & Africa, Middle East, Portugal, Eastern Europe. Requirements Ideal Profile: (!! please do not apply if you don't have 4 years of non-internship experience. We are very sorry but we are not open to early junior profiles) REQUIRED: Proficiency in Angular and TypeScript. A minimum of 3 years actual professional experience in Angular. Make sure to understand the foundations of Angular. How does Zone.js work? What is the difference between signals and observables? ... REQUIRED: Professional-level English. Our team communicates in English. Your English doesn't have to be perfect, but you need to be able to discuss with your team members easily. REQUIRED: Familiarity with HTML, CSS, and responsive design principles REQUIRED: Excellent problem-solving skills and attention to detail REQUIRED: Collaboration, openness and willingness to learn in an agile development environment Bonus Skills Understanding of Firebase services (Firestore, Authentication, Cloud Messaging, etc.) Knowledge of serverless architecture (Firebase Cloud Functions) Experience with version control systems (Git) Understanding of UX/UI principles Previous experience with Scrum or other agile methodologies What's on Offer? Work within a company with a solid track record of success Work alongside & learn from best in class talent Opportunity to make a positive impact",linkedin,
UI/UX Designer,Converty,"Ariana, Tunisia",04/17/2026,https://tn.linkedin.com/jobs/view/ui-ux-designer-at-converty-4399990089?position=1&pageNum=0&refId=Jx%2FZ%2FjFxBcmfZCUzmLIDlQ%3D%3D&trackingId=wywvI2%2BMjosvhJYuoWgesA%3D%3D,"UI/UX Designer — Join Converty.shop 📍 Location: Jardin El Menzah 2, Ariana, Tunisia (On-site) 🕒 Job Type: Full-time 🏢 Company: Converty.shop About Converty Launched in February 2024 , Converty is a fast-growing, cloud-native eCommerce platform built in Tunis. We empower merchants with a headless, high-performance solution designed to create seamless and scalable online experiences. Our mission is simple: Build powerful, intuitive, and conversion-driven eCommerce products. We’re now looking for a UI/UX Designer who’s passionate about simplifying complexity and crafting exceptional user experiences. What You’ll Do Design intuitive, scalable, and high-quality interfaces across the platform (dashboard, builders, templates, onboarding) Analyze user behavior and identify friction points (drop-offs, confusion, complexity) Translate product requirements into user flows, wireframes, and high-fidelity designs Simplify complex workflows into smooth, user-friendly experiences Build and maintain a consistent design system (components, patterns, guidelines) Create interactive prototypes to validate ideas before development Collaborate closely with product managers and developers to ensure strong execution Continuously improve UX based on feedback, testing, and data Ensure consistency, usability, and accessibility across all interfaces Contribute to product thinking : challenge assumptions and propose better solutions What We’re Looking For Strong experience in UI/UX design with a solid portfolio (SaaS / web apps preferred) Proficiency in Figma (or similar tools like Sketch, Adobe XD) Ability to identify UX problems and deliver clear, effective solutions Strong understanding of user-centered design principles Ability to think in systems and user flows , not just individual screens Experience designing end-to-end product experiences (research → wireframes → UI) Strong communication skills with the ability to justify design decisions Comfortable in a fast-paced startup environment Solid foundation in visual design, layout, and interaction Experience creating: Wireframes, Interactive prototypes, High-fidelity designs Good understanding of UX processes (research, testing, iteration) Strong attention to detail and problem-solving mindset Experience in eCommerce is a strong plus Bachelor’s degree in Design, HCI, or related field (preferred, not required) Available on-site (5 days/week) in Jardin El Menzah 2 Why Join Converty? Be part of a fast-growing startup with real product impact Work on a modern, scalable eCommerce platform Collaborate with a product-driven, ambitious team Shape the future of digital commerce experiences How to Apply? Apply here → https://forms.fillout.com/t/j4td27vPJ8us We review applications within 5 business days. Shortlisted Candidates will be invited to a 30mins technical chat #Hiring #UIUX #ProductDesign #Startup #eCommerce #DesignJobs",linkedin,
Junior Graphic & Motion Designer,Questel,"Tunis, Tunisia",03/10/2026,https://tn.linkedin.com/jobs/view/junior-graphic-motion-designer-at-questel-4383766296?position=1&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=EjvNOQNTiwTBu9V5rvs7OQ%3D%3D,"Position Overview Join our creative team as a Junior Graphic & Motion Designer. In this role, you will primarily focus on graphic design and motion content creation for Questel and its brands/subsidiaries. You will support marketing campaigns, corporate communication, digital content, and events through strong visual storytelling and dynamic motion assets. You will collaborate closely with marketing, communication, and digital teams to create impactful and brand-consistent visual materials across multiple platforms. Key Responsibilities Graphic Design Design visual assets for websites, social media, presentations, print materials, events, and internal communications. Create digital marketing materials such as banners, visuals, logo adaptations, business cards, and promotional assets. Ensure visual consistency across all designs in line with brand guidelines. Support marketing campaigns with creative concepts and high-quality visual execution. Motion Design & Video Production Create motion graphics for social media, events, product launches, and marketing campaigns. Design animated visuals, transitions, branded intros/outros, and short promotional videos. Edit corporate and marketing videos using typography animation, sound, and visual effects. Ensure consistency of animation style with the brand identity. Digital Design Support Provide visual assets for web pages and landing pages. Assist with basic layout adjustments and UI components when needed. Ensure visual consistency across digital platforms. Project & Collaboration Manage design tasks and priorities using Jira. Collaborate closely with marketing, web, and communication teams. Communicate ideas clearly and incorporate feedback constructively. Respect deadlines and ensure high-quality deliverables. Continuous Improvement Stay up to date with motion design trends, digital content formats, and creative tools. Propose innovative visual approaches to enhance brand communication. Continuously improve production efficiency and design quality. Qualifications Degree in Graphic Design, Motion Design, Digital Media, or related field (or equivalent experience). At least 1 year of hands-on experience in graphic and/or motion design. Strong proficiency in Adobe Illustrator, Photoshop, Premiere Pro, After Effects, Canva & Figma. Strong understanding of branding, composition, and animation principles. Good communication skills in English and French. Creative, detail-oriented, organized, and comfortable working in a fast-paced environment.",linkedin,
Graphic Designer (Tunisia),Islam Channel,"Tunis, Tunis, Tunisia",04/20/2026,https://tn.linkedin.com/jobs/view/graphic-designer-tunisia-at-islam-channel-4403412847?position=2&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=wlIhi9VKIn6wRmJd2IZyiw%3D%3D,"We are looking for a Graphic Designer to join our CreativeTeam, working across a broad range of digital and offline media. This role is suited to a creative individual who enjoys exploring new ideas and experimenting with fresh approaches to help evolve our brand. It’s a great opportunity for someone eager to grow their career in graphic design while contributing to an ambitious marketing strategy and wider business growth plans. Key Responsibilities · Develop creative concepts by researching relevant information and collaborating with the digital team · Design engaging graphics and artwork for social media and other digital platforms · Illustrate concepts and present them for approval · Support team objectives and contribute to ongoing projects · Work closely with the digital team on layout and design requirements · Review final designs and suggest improvements where necessary · Create sketches, mock-ups, colour schemes, and visual concepts, incorporating feedback · Liaise with production teams to ensure designs align with overall output, timelines, and processes Skills & Requirements · Strong passion for design with a creative mindset · Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) and Canva · Excellent attention to detail and ability to deliver high-quality finished work · Strong time management skills and ability to meet deadlines · Comfortable giving and receiving constructive feedback · Ability to take projects from initial concept through to final delivery · A strong portfolio demonstrating creativity and attention to detail across multiple platforms Qualifications & Experience · Bachelor’s degree in Graphic Design or a related field · Minimum of 2 years’ experience in a similar role · Experience creating content across various media, including social media and video production",linkedin,
Graphic Designer - Short-Term Maternity Cover (Day Shift),Pens.com,"Tunis, Tunis, Tunisia",04/23/2026,https://tn.linkedin.com/jobs/view/graphic-designer-short-term-maternity-cover-day-shift-at-pens-com-4394684625?position=3&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=C2A7lA0krq13XTu45IswKg%3D%3D,"Job Description Job Title: Graphic Designer - Short-Term Maternity Cover (Day Shift) Location : Tunis, Tunisia Reporting to: Graphic Designer Manager Overview of Role: To produce customers’ Logos on National Pen’s products to meet customer expectations. Work as a team member to ensure turnaround, quality & output goals. This role is a temporary 5-month contract as a maternity leave replacement (from May to September) Primary Responsibilities Produce high-quality digital and/or print work, including but not limited to web banners, email campaigns, social media graphics, product catalogs, and flyers. Ensure all graphics adhere to brand standards, are visually appealing, and are optimized for their intended output format. Manage production schedules and work collaboratively with cross-functional teams to ensure all production work is delivered on time and to the highest quality. Utilize design software, such as Adobe Creative Suite with an emphasis on Photoshop and Illustrator, to create and edit graphics. Be comfortable using Figma to share mockups with cross-functional stakeholders for approval. Troubleshoot production issues and provide technical support as needed. Maintain a comprehensive understanding of the latest design trends, tools, and technologies. Support the brand's marketing and advertising initiatives as needed. Requirements & Qualifications Bachelor's degree in graphic design, visual arts, or a related field. At least 3 years of experience in graphic design or print and/or digital production work. Strong technical skills with design software, such as Adobe Creative Suite. Excellent attention to detail and a strong sense of design aesthetics. Ability to manage multiple projects and work collaboratively with cross-functional teams. Strong communication skills and ability to work in a fast-paced environment. Experience working in the promotional products industry is a plus. Our values At Pens.com, we are guided by a set of core values that define our culture and approach to hiring: Customers-First: We are committed to delivering exceptional customer experiences, both internally and externally. By understanding and fulfilling customer needs, we create impactful solutions that leave a lasting impression. Continuous Improvement: We believe in the power of growth and evolution. Through open communication and a culture of innovation, we continuously strive to enhance our business and adapt to changing landscapes. Goal-Oriented: We set clear objectives, remain disciplined in execution, and hold ourselves accountable for achieving measurable goals. Our focus is on driving results and making meaningful progress. Integrity: We prioritize ethics in everything we do, ensuring that our actions are grounded in integrity and responsibility towards our planet, products, and people. People-Centric: We value and respect every member of our team, fostering an environment where diversity is celebrated, contributions are recognized, and growth is encouraged. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation - no applicant will be penalized as a result of such a request. About Pens.com Pens.com's personalized promotional products are created for and inspired by small businesses. With 56 years of experience and serving 22 countries worldwide, Pens.com offers MORE value, savings and time to customers through expert guidance on a broad range of personalized promotional products, including writing instruments, stationery, drinkware, bags, gifts, and trade show accessories. Pens.com operates via a network of more than 10 facilities acrossNorth America, Europe, Africa, and Asia. To learn more, visit: www.PENS.com Pens.com is a National Pen and Cimpress brand (Nasdaq: CMPR).",linkedin,
Motion Graphics Designer,Visualis Media,Tunisia,11/28/2025,https://tn.linkedin.com/jobs/view/motion-graphics-designer-at-visualis-media-4339239972?position=4&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=a57b85Nzt0iH%2B7zbkB6aZg%3D%3D,"Job Description We are looking for a talented and detail-oriented Senior Motion Graphics Designer to join our creative team. The ideal candidate is a master of visual storytelling, able to bring concepts to life through animation, typography, and motion design. You will play a key role in shaping dynamic content across digital, social, and video platforms while ensuring consistency with brand identity and creative vision. Who We Want We’re looking for a seasoned motion designer who is both highly creative and technically skilled. You should have a strong portfolio showcasing 2D/3D motion graphics, a deep understanding of visual trends, and the ability to translate ideas into impactful animations. You are someone who thrives in fast-paced agency environments, can collaborate across teams, and is passionate about delivering engaging, high-quality content. Reporting Line This position reports directly to the Creative Director and works closely with Art Directors, Copywriters, and Video editors Key Responsibilities Motion Design & Animation Create high-quality 2D and 3D animations, kinetic typography, and visual effects for campaigns, social media, and branded videos. Lead motion graphics direction from concept to final execution. Creative Collaboration Partner with copywriters, designers, and strategists to bring campaign ideas to life. Support video production with animated assets, transitions, and visual storytelling. Brand & Visual Standards Ensure all animations align with brand guidelines, tone, and messaging. Maintain consistency in visual style across platforms. Team Leadership & Mentorship Provide guidance and feedback to junior motion designers. Share knowledge of design tools, workflows, and industry trends. Project Management Manage multiple projects simultaneously, meeting tight deadlines without compromising quality. Contribute to brainstorming sessions and pitch decks with creative motion ideas. Qualifications 5+ years of professional experience in motion graphics or animation. Strong proficiency in Adobe After Effects, Premiere Pro, Illustrator, Photoshop (Cinema 4D/Blender is a plus). Excellent sense of timing, rhythm, and visual storytelling. Strong portfolio demonstrating versatility across digital, social, and branded content. Experience collaborating with cross-functional creative teams. Ability to handle multiple projects in fast-paced environments. Fluent in English, with strong communication and presentation skills.",linkedin,
Monteur Vidéo / Video Editor - Agence Marketing (Télétravail),REACH,"Tunis, Tunisia",12/17/2025,https://tn.linkedin.com/jobs/view/monteur-vid%C3%A9o-video-editor-agence-marketing-t%C3%A9l%C3%A9travail-at-reach-4359945315?position=5&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=VKAbBJVHThe1wJ3Y4mv3gA%3D%3D,"💵 Résumé Type : Travail à distance Temps : Temps-plein Langue : Français (obligatoire) Disponibilité : Immédiate du lundi au vendredi Rémunération : à partir de 2 700 TND par mois Ce qu'on fait On produit des vidéos publicitaires courtes (45 à 60 secondes) pour des marques e-commerce. Des contenus pensés pour performer : accroches percutantes, montage dynamique, respect strict de la charte graphique. On travaille vite, on travaille bien et on cherche quelqu'un qui partage cette exigence. 🛠 Tes m issions : Monter 3 vidéos par jour à partir de briefs clairs et de DA fournis Respecter les codes du format pub court : hook fort, rythme, clarté du message Soigner chaque détail : qualité image, son, textes, cohérence visuelle Livrer dans les délais, sans relance ✅ Profil recherché Pas un titre, pas un diplôme. Tu sais monter une vidéo qui accroche en 2 secondes et vend en 45. Tu travailles de manière autonome, tu lis un brief et tu l'exécutes. Tu es rigoureux·se sur la langue française, à l'écrit comme dans les textes que tu intègres Tu viens peut-être du montage organique (TikTok, Instagram, YouTube), du motion design, de la vidéo corporate, ou d'autre chose. Peu importe : si tu as le niveau, le test le montrera Logiciel de prédilection : Adobe Premiere Pro (ou tout logiciel de montage professionnel équivalent) Le process Pas de long entretien. Pas de questions pièges. Tu postules avec 2 à 3 exemples de vidéos montées par toi Tu passes un test technique (brief réel, conditions réelles) On te fait un retour clair sous 5 jours Ce qu'on propose Type : Full remote Rythme : Temps plein, du lundi au vendredi Disponibilité : Immédiate Langue de travail : Français (obligatoire) Cadre : prestation de services via notre partenaire local Charge régulière et volume stable pour les profils retenus Feedback structuré pour progresser",linkedin,
Graphic Designer,Yassir,"Tunis, Tunis, Tunisia",03/12/2026,https://tn.linkedin.com/jobs/view/graphic-designer-at-yassir-4385139014?position=6&pageNum=0&refId=N60vx24rxu1F6xZ6vea7ZQ%3D%3D&trackingId=jGpSKsU76VSoCLkfLM6rQA%3D%3D,"Yassir est la super application leader dans le domaine des services à la demande, opérant de manière prédominante dans la région du Maghreb. Yassir a pour mission de révolutionner la manière dont les services quotidiens sont accessibles. Actuellement implantée dans plus de 45 villes à travers plusieurs pays tels que l'Algérie, le Maroc, la Tunisie et le Sénégal, notre présence s'étend aussi sur d'autres pays tels que la France et l'Afrique sub-saharienne. Au-delà de la simple prestation de services, notre vision est de créer un marché dynamique visant à satisfaire les besoins de nos utilisateurs tout en insufflant des valeurs sociales fondamentales. À propos du rôle Nous recherchons une personne hautement motivée et créative pour rejoindre notre équipe en tant que Graphic Designer . Ce rôle est un élément clé de notre équipe Marketing et contribue à faire évoluer l’image de la marque Yassir à travers des concepts visuels innovants et cohérents avec l’identité de la marque. Responsabilités : Analyse des briefs marketing : Prendre en charge et analyser les briefs et demandes émanant du service marketing afin de les traduire en concepts visuels statiques pertinents. Création de concepts visuels : Concevoir des visuels créatifs en s’appuyant sur différents outils graphiques afin de transmettre efficacement les messages marketing et atteindre les objectifs de communication. Exécution des supports graphiques : Produire les supports visuels nécessaires aux campagnes marketing tout en respectant le brief, les exigences et les délais définis. Respect de l’identité de marque : Garantir la cohérence de toutes les créations avec le Brand Book de Yassir et contribuer à l’évolution de l’image de la marque. Contribution stratégique et veille créative : Participer activement à la réflexion marketing et communication, apporter des recommandations créatives et assurer une veille sur les tendances, innovations et pratiques concurrentielles en design graphique. Requirements : Licence en Design graphique ou domaine similaire, ou expérience équivalente 2 à 4 ans d’expérience dans un rôle similaire en design graphique Maîtrise des outils de design graphique (Adobe Photoshop, Illustrator, After Effects InDesign ou équivalents) Bonne compréhension des principes de branding et de communication visuelle Excellentes compétences en communication et capacité à collaborer avec des équipes marketing Capacité à travailler de manière autonome et à gérer efficacement plusieurs projets tout en respectant les délais Souhaitées : Expérience dans le secteur digital, startup ou tech Bonne connaissance des tendances du design digital et des réseaux sociaux Capacité à contribuer à la réflexion créative et à proposer des concepts innovants Avantages Rémunération compétitive et bonus sur la performance Complémentaire santé suite à la confirmation du profil Formation continue We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.",linkedin,
